Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
nifty500,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020,,2026-09-26T17:05:51+05:30,,-0.56304,-3.029709,-4.903846,-10.764234,9.451085,,-3.364827,-7.399406,"[{'date': '2026-09-11', 'rs': -9.976584, 'volume': 331010}, {'date': '2026-09-15', 'rs': -11.213385, 'volume': 304824}, {'date': '2026-09-16', 'rs': -11.705233, 'volume': 399690}, {'date': '2026-09-17', 'rs': -10.592049, 'volume': 255287}, {'date': '2026-09-18', 'rs': -10.275602, 'volume': 502366}, {'date': '2026-09-21', 'rs': -9.235379, 'volume': 281295}, {'date': '2026-09-22', 'rs': -11.399317, 'volume': 314342}, {'date': '2026-09-23', 'rs': -7.426049, 'volume': 235682}, {'date': '2026-09-24', 'rs': -7.730045, 'volume': 164357}, {'date': '2026-09-25', 'rs': -7.399406, 'volume': 337303}]",2.577178,-7.399406,-11.705233,-9.695305,2.550999,5.0,10.0,"[{'date': '2026-09-11', 'rs': -9.976584, 'volume': 331010}, {'date': '2026-09-15', 'rs': -11.213385, 'volume': 304824}, {'date': '2026-09-16', 'rs': -11.705233, 'volume': 399690}, {'date': '2026-09-17', 'rs': -10.592049, 'volume': 255287}, {'date': '2026-09-18', 'rs': -10.275602, 'volume': 502366}, {'date': '2026-09-21', 'rs': -9.235379, 'volume': 281295}, {'date': '2026-09-22', 'rs': -11.399317, 'volume': 314342}, {'date': '2026-09-23', 'rs': -7.426049, 'volume': 235682}, {'date': '2026-09-24', 'rs': -7.730045, 'volume': 164357}, {'date': '2026-09-25', 'rs': -7.399406, 'volume': 337303}]",337303.0,309872.555556,1.088522,8.85217,NSE_EQ|INE298A01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020,,2026-09-26T17:05:51+05:30,,-0.56304,-3.029709,-4.903846,-10.764234,9.451085,,-3.364827,-7.399406,"[{'date': '2026-09-11', 'rs': -9.976584, 'volume': 331010}, {'date': '2026-09-15', 'rs': -11.213385, 'volume': 304824}, {'date': '2026-09-16', 'rs': -11.705233, 'volume': 399690}, {'date': '2026-09-17', 'rs': -10.592049, 'volume': 255287}, {'date': '2026-09-18', 'rs': -10.275602, 'volume': 502366}, {'date': '2026-09-21', 'rs': -9.235379, 'volume': 281295}, {'date': '2026-09-22', 'rs': -11.399317, 'volume': 314342}, {'date': '2026-09-23', 'rs': -7.426049, 'volume': 235682}, {'date': '2026-09-24', 'rs': -7.730045, 'volume': 164357}, {'date': '2026-09-25', 'rs': -7.399406, 'volume': 337303}]",2.577178,-7.399406,-11.705233,-9.695305,2.550999,5.0,10.0,"[{'date': '2026-09-11', 'rs': -9.976584, 'volume': 331010}, {'date': '2026-09-15', 'rs': -11.213385, 'volume': 304824}, {'date': '2026-09-16', 'rs': -11.705233, 'volume': 399690}, {'date': '2026-09-17', 'rs': -10.592049, 'volume': 255287}, {'date': '2026-09-18', 'rs': -10.275602, 'volume': 502366}, {'date': '2026-09-21', 'rs': -9.235379, 'volume': 281295}, {'date': '2026-09-22', 'rs': -11.399317, 'volume': 314342}, {'date': '2026-09-23', 'rs': -7.426049, 'volume': 235682}, {'date': '2026-09-24', 'rs': -7.730045, 'volume': 164357}, {'date': '2026-09-25', 'rs': -7.399406, 'volume': 337303}]",337303.0,309872.555556,1.088522,8.85217,NSE_EQ|INE298A01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,,2026-09-26T17:05:51+05:30,,0.673968,0.631579,-8.743795,-10.787607,2.136752,,-3.364827,-7.42278,"[{'date': '2026-09-11', 'rs': -5.957803, 'volume': 5092337}, {'date': '2026-09-15', 'rs': -6.283715, 'volume': 3373905}, {'date': '2026-09-16', 'rs': -12.424156, 'volume': 4352333}, {'date': '2026-09-17', 'rs': -12.006726, 'volume': 2624177}, {'date': '2026-09-18', 'rs': -11.110473, 'volume': 3517779}, {'date': '2026-09-21', 'rs': -11.47025, 'volume': 3228395}, {'date': '2026-09-22', 'rs': -9.579208, 'volume': 2058479}, {'date': '2026-09-23', 'rs': -8.931185, 'volume': 3219016}, {'date': '2026-09-24', 'rs': -8.464595, 'volume': 2411463}, {'date': '2026-09-25', 'rs': -7.42278, 'volume': 2615016}]",-1.464977,-5.957803,-12.424156,-9.365089,2.158121,6.0,10.0,"[{'date': '2026-09-11', 'rs': -5.957803, 'volume': 5092337}, {'date': '2026-09-15', 'rs': -6.283715, 'volume': 3373905}, {'date': '2026-09-16', 'rs': -12.424156, 'volume': 4352333}, {'date': '2026-09-17', 'rs': -12.006726, 'volume': 2624177}, {'date': '2026-09-18', 'rs': -11.110473, 'volume': 3517779}, {'date': '2026-09-21', 'rs': -11.47025, 'volume': 3228395}, {'date': '2026-09-22', 'rs': -9.579208, 'volume': 2058479}, {'date': '2026-09-23', 'rs': -8.931185, 'volume': 3219016}, {'date': '2026-09-24', 'rs': -8.464595, 'volume': 2411463}, {'date': '2026-09-25', 'rs': -7.42278, 'volume': 2615016}]",2615016.0,3319764.888889,0.787711,-21.22888,NSE_EQ|INE691A01018,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftypsubank,UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,,2026-09-26T17:05:51+05:30,,0.673968,0.631579,-8.743795,-10.787607,2.136752,,-3.364827,-7.42278,"[{'date': '2026-09-11', 'rs': -5.957803, 'volume': 5092337}, {'date': '2026-09-15', 'rs': -6.283715, 'volume': 3373905}, {'date': '2026-09-16', 'rs': -12.424156, 'volume': 4352333}, {'date': '2026-09-17', 'rs': -12.006726, 'volume': 2624177}, {'date': '2026-09-18', 'rs': -11.110473, 'volume': 3517779}, {'date': '2026-09-21', 'rs': -11.47025, 'volume': 3228395}, {'date': '2026-09-22', 'rs': -9.579208, 'volume': 2058479}, {'date': '2026-09-23', 'rs': -8.931185, 'volume': 3219016}, {'date': '2026-09-24', 'rs': -8.464595, 'volume': 2411463}, {'date': '2026-09-25', 'rs': -7.42278, 'volume': 2615016}]",-1.464977,-5.957803,-12.424156,-9.365089,2.158121,6.0,10.0,"[{'date': '2026-09-11', 'rs': -5.957803, 'volume': 5092337}, {'date': '2026-09-15', 'rs': -6.283715, 'volume': 3373905}, {'date': '2026-09-16', 'rs': -12.424156, 'volume': 4352333}, {'date': '2026-09-17', 'rs': -12.006726, 'volume': 2624177}, {'date': '2026-09-18', 'rs': -11.110473, 'volume': 3517779}, {'date': '2026-09-21', 'rs': -11.47025, 'volume': 3228395}, {'date': '2026-09-22', 'rs': -9.579208, 'volume': 2058479}, {'date': '2026-09-23', 'rs': -8.931185, 'volume': 3219016}, {'date': '2026-09-24', 'rs': -8.464595, 'volume': 2411463}, {'date': '2026-09-25', 'rs': -7.42278, 'volume': 2615016}]",2615016.0,3319764.888889,0.787711,-21.22888,NSE_EQ|INE691A01018,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,,2026-09-26T17:05:51+05:30,,0.673968,0.631579,-8.743795,-10.787607,2.136752,,-3.364827,-7.42278,"[{'date': '2026-09-11', 'rs': -5.957803, 'volume': 5092337}, {'date': '2026-09-15', 'rs': -6.283715, 'volume': 3373905}, {'date': '2026-09-16', 'rs': -12.424156, 'volume': 4352333}, {'date': '2026-09-17', 'rs': -12.006726, 'volume': 2624177}, {'date': '2026-09-18', 'rs': -11.110473, 'volume': 3517779}, {'date': '2026-09-21', 'rs': -11.47025, 'volume': 3228395}, {'date': '2026-09-22', 'rs': -9.579208, 'volume': 2058479}, {'date': '2026-09-23', 'rs': -8.931185, 'volume': 3219016}, {'date': '2026-09-24', 'rs': -8.464595, 'volume': 2411463}, {'date': '2026-09-25', 'rs': -7.42278, 'volume': 2615016}]",-1.464977,-5.957803,-12.424156,-9.365089,2.158121,6.0,10.0,"[{'date': '2026-09-11', 'rs': -5.957803, 'volume': 5092337}, {'date': '2026-09-15', 'rs': -6.283715, 'volume': 3373905}, {'date': '2026-09-16', 'rs': -12.424156, 'volume': 4352333}, {'date': '2026-09-17', 'rs': -12.006726, 'volume': 2624177}, {'date': '2026-09-18', 'rs': -11.110473, 'volume': 3517779}, {'date': '2026-09-21', 'rs': -11.47025, 'volume': 3228395}, {'date': '2026-09-22', 'rs': -9.579208, 'volume': 2058479}, {'date': '2026-09-23', 'rs': -8.931185, 'volume': 3219016}, {'date': '2026-09-24', 'rs': -8.464595, 'volume': 2411463}, {'date': '2026-09-25', 'rs': -7.42278, 'volume': 2615016}]",2615016.0,3319764.888889,0.787711,-21.22888,NSE_EQ|INE691A01018,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftymedia,Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,HATHWAY,EQ,INE982F01036,,2026-09-26T17:05:51+05:30,,-0.301205,-0.501002,-6.054872,-10.861759,6.659506,,-3.364827,-7.496932,"[{'date': '2026-09-11', 'rs': -6.831396, 'volume': 1406853}, {'date': '2026-09-15', 'rs': -7.213362, 'volume': 1951309}, {'date': '2026-09-16', 'rs': -7.269227, 'volume': 1263943}, {'date': '2026-09-17', 'rs': -9.907515, 'volume': 1428469}, {'date': '2026-09-18', 'rs': -15.285996, 'volume': 1165234}, {'date': '2026-09-21', 'rs': -15.421771, 'volume': 885696}, {'date': '2026-09-22', 'rs': -12.828155, 'volume': 1017873}, {'date': '2026-09-23', 'rs': -12.158558, 'volume': 1433477}, {'date': '2026-09-24', 'rs': -10.962061, 'volume': 1724774}, {'date': '2026-09-25', 'rs': -7.496932, 'volume': 1071495}]",-0.665536,-6.831396,-15.421771,-10.537497,3.378406,4.0,10.0,"[{'date': '2026-09-11', 'rs': -6.831396, 'volume': 1406853}, {'date': '2026-09-15', 'rs': -7.213362, 'volume': 1951309}, {'date': '2026-09-16', 'rs': -7.269227, 'volume': 1263943}, {'date': '2026-09-17', 'rs': -9.907515, 'volume': 1428469}, {'date': '2026-09-18', 'rs': -15.285996, 'volume': 1165234}, {'date': '2026-09-21', 'rs': -15.421771, 'volume': 885696}, {'date': '2026-09-22', 'rs': -12.828155, 'volume': 1017873}, {'date': '2026-09-23', 'rs': -12.158558, 'volume': 1433477}, {'date': '2026-09-24', 'rs': -10.962061, 'volume': 1724774}, {'date': '2026-09-25', 'rs': -7.496932, 'volume': 1071495}]",1071495.0,1364180.888889,0.785449,-21.455064,NSE_EQ|INE982F01036,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyenergy,Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018,,2026-09-26T17:05:51+05:30,,0.189394,3.25309,-6.537102,-10.892757,8.179959,,-3.364827,-7.527929,"[{'date': '2026-09-11', 'rs': -11.353955, 'volume': 34693775}, {'date': '2026-09-15', 'rs': -9.337122, 'volume': 30754969}, {'date': '2026-09-16', 'rs': -11.304677, 'volume': 40588771}, {'date': '2026-09-17', 'rs': -12.255989, 'volume': 43904442}, {'date': '2026-09-18', 'rs': -12.118394, 'volume': 37304111}, {'date': '2026-09-21', 'rs': -6.693027, 'volume': 587859403}, {'date': '2026-09-22', 'rs': -8.188223, 'volume': 107197215}, {'date': '2026-09-23', 'rs': -8.396717, 'volume': 58181761}, {'date': '2026-09-24', 'rs': -7.578233, 'volume': 33648899}, {'date': '2026-09-25', 'rs': -7.527929, 'volume': 30626176}]",3.826026,-6.693027,-12.255989,-9.475427,2.163886,5.0,10.0,"[{'date': '2026-09-11', 'rs': -11.353955, 'volume': 34693775}, {'date': '2026-09-15', 'rs': -9.337122, 'volume': 30754969}, {'date': '2026-09-16', 'rs': -11.304677, 'volume': 40588771}, {'date': '2026-09-17', 'rs': -12.255989, 'volume': 43904442}, {'date': '2026-09-18', 'rs': -12.118394, 'volume': 37304111}, {'date': '2026-09-21', 'rs': -6.693027, 'volume': 587859403}, {'date': '2026-09-22', 'rs': -8.188223, 'volume': 107197215}, {'date': '2026-09-23', 'rs': -8.396717, 'volume': 58181761}, {'date': '2026-09-24', 'rs': -7.578233, 'volume': 33648899}, {'date': '2026-09-25', 'rs': -7.527929, 'volume': 30626176}]",30626176.0,108237038.444444,0.282955,-71.704533,NSE_EQ|INE351F01018,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018,,2026-09-26T17:05:51+05:30,,0.189394,3.25309,-6.537102,-10.892757,8.179959,,-3.364827,-7.527929,"[{'date': '2026-09-11', 'rs': -11.353955, 'volume': 34693775}, {'date': '2026-09-15', 'rs': -9.337122, 'volume': 30754969}, {'date': '2026-09-16', 'rs': -11.304677, 'volume': 40588771}, {'date': '2026-09-17', 'rs': -12.255989, 'volume': 43904442}, {'date': '2026-09-18', 'rs': -12.118394, 'volume': 37304111}, {'date': '2026-09-21', 'rs': -6.693027, 'volume': 587859403}, {'date': '2026-09-22', 'rs': -8.188223, 'volume': 107197215}, {'date': '2026-09-23', 'rs': -8.396717, 'volume': 58181761}, {'date': '2026-09-24', 'rs': -7.578233, 'volume': 33648899}, {'date': '2026-09-25', 'rs': -7.527929, 'volume': 30626176}]",3.826026,-6.693027,-12.255989,-9.475427,2.163886,5.0,10.0,"[{'date': '2026-09-11', 'rs': -11.353955, 'volume': 34693775}, {'date': '2026-09-15', 'rs': -9.337122, 'volume': 30754969}, {'date': '2026-09-16', 'rs': -11.304677, 'volume': 40588771}, {'date': '2026-09-17', 'rs': -12.255989, 'volume': 43904442}, {'date': '2026-09-18', 'rs': -12.118394, 'volume': 37304111}, {'date': '2026-09-21', 'rs': -6.693027, 'volume': 587859403}, {'date': '2026-09-22', 'rs': -8.188223, 'volume': 107197215}, {'date': '2026-09-23', 'rs': -8.396717, 'volume': 58181761}, {'date': '2026-09-24', 'rs': -7.578233, 'volume': 33648899}, {'date': '2026-09-25', 'rs': -7.527929, 'volume': 30626176}]",30626176.0,108237038.444444,0.282955,-71.704533,NSE_EQ|INE351F01018,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,,2026-09-26T17:05:51+05:30,,-0.388825,-1.001861,-9.829227,-11.001029,-11.784211,,-3.364827,-7.636202,"[{'date': '2026-09-11', 'rs': -7.680517, 'volume': 331201}, {'date': '2026-09-15', 'rs': -7.193746, 'volume': 438110}, {'date': '2026-09-16', 'rs': -9.296966, 'volume': 475097}, {'date': '2026-09-17', 'rs': -8.546108, 'volume': 310543}, {'date': '2026-09-18', 'rs': -10.169026, 'volume': 621396}, {'date': '2026-09-21', 'rs': -12.636383, 'volume': 404612}, {'date': '2026-09-22', 'rs': -12.797175, 'volume': 478597}, {'date': '2026-09-23', 'rs': -9.41983, 'volume': 764630}, {'date': '2026-09-24', 'rs': -8.449659, 'volume': 408047}, {'date': '2026-09-25', 'rs': -7.636202, 'volume': 744180}]",0.044315,-7.193746,-12.797175,-9.382561,1.940399,5.0,10.0,"[{'date': '2026-09-11', 'rs': -7.680517, 'volume': 331201}, {'date': '2026-09-15', 'rs': -7.193746, 'volume': 438110}, {'date': '2026-09-16', 'rs': -9.296966, 'volume': 475097}, {'date': '2026-09-17', 'rs': -8.546108, 'volume': 310543}, {'date': '2026-09-18', 'rs': -10.169026, 'volume': 621396}, {'date': '2026-09-21', 'rs': -12.636383, 'volume': 404612}, {'date': '2026-09-22', 'rs': -12.797175, 'volume': 478597}, {'date': '2026-09-23', 'rs': -9.41983, 'volume': 764630}, {'date': '2026-09-24', 'rs': -8.449659, 'volume': 408047}, {'date': '2026-09-25', 'rs': -7.636202, 'volume': 744180}]",744180.0,470248.111111,1.582526,58.252629,NSE_EQ|INE573A01042,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,,2026-09-26T17:05:51+05:30,,2.824448,-0.962211,-4.69697,-11.193035,2.452267,,-3.364827,-7.828207,"[{'date': '2026-09-11', 'rs': -8.592326, 'volume': 3342411}, {'date': '2026-09-15', 'rs': -9.965994, 'volume': 3982851}, {'date': '2026-09-16', 'rs': -10.676982, 'volume': 3083062}, {'date': '2026-09-17', 'rs': -11.111771, 'volume': 2634033}, {'date': '2026-09-18', 'rs': -7.314043, 'volume': 5072770}, {'date': '2026-09-21', 'rs': -12.313124, 'volume': 2970335}, {'date': '2026-09-22', 'rs': -11.322214, 'volume': 2673698}, {'date': '2026-09-23', 'rs': -10.561781, 'volume': 2079281}, {'date': '2026-09-24', 'rs': -9.491438, 'volume': 2509085}, {'date': '2026-09-25', 'rs': -7.828207, 'volume': 13343910}]",0.764119,-7.314043,-12.313124,-9.917788,2.321757,5.0,10.0,"[{'date': '2026-09-11', 'rs': -8.592326, 'volume': 3342411}, {'date': '2026-09-15', 'rs': -9.965994, 'volume': 3982851}, {'date': '2026-09-16', 'rs': -10.676982, 'volume': 3083062}, {'date': '2026-09-17', 'rs': -11.111771, 'volume': 2634033}, {'date': '2026-09-18', 'rs': -7.314043, 'volume': 5072770}, {'date': '2026-09-21', 'rs': -12.313124, 'volume': 2970335}, {'date': '2026-09-22', 'rs': -11.322214, 'volume': 2673698}, {'date': '2026-09-23', 'rs': -10.561781, 'volume': 2079281}, {'date': '2026-09-24', 'rs': -9.491438, 'volume': 2509085}, {'date': '2026-09-25', 'rs': -7.828207, 'volume': 13343910}]",13343910.0,3149725.111111,4.236532,323.653161,NSE_EQ|INE202E01016,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,,2026-09-26T17:05:51+05:30,,2.824448,-0.962211,-4.69697,-11.193035,2.452267,,-3.364827,-7.828207,"[{'date': '2026-09-11', 'rs': -8.592326, 'volume': 3342411}, {'date': '2026-09-15', 'rs': -9.965994, 'volume': 3982851}, {'date': '2026-09-16', 'rs': -10.676982, 'volume': 3083062}, {'date': '2026-09-17', 'rs': -11.111771, 'volume': 2634033}, {'date': '2026-09-18', 'rs': -7.314043, 'volume': 5072770}, {'date': '2026-09-21', 'rs': -12.313124, 'volume': 2970335}, {'date': '2026-09-22', 'rs': -11.322214, 'volume': 2673698}, {'date': '2026-09-23', 'rs': -10.561781, 'volume': 2079281}, {'date': '2026-09-24', 'rs': -9.491438, 'volume': 2509085}, {'date': '2026-09-25', 'rs': -7.828207, 'volume': 13343910}]",0.764119,-7.314043,-12.313124,-9.917788,2.321757,5.0,10.0,"[{'date': '2026-09-11', 'rs': -8.592326, 'volume': 3342411}, {'date': '2026-09-15', 'rs': -9.965994, 'volume': 3982851}, {'date': '2026-09-16', 'rs': -10.676982, 'volume': 3083062}, {'date': '2026-09-17', 'rs': -11.111771, 'volume': 2634033}, {'date': '2026-09-18', 'rs': -7.314043, 'volume': 5072770}, {'date': '2026-09-21', 'rs': -12.313124, 'volume': 2970335}, {'date': '2026-09-22', 'rs': -11.322214, 'volume': 2673698}, {'date': '2026-09-23', 'rs': -10.561781, 'volume': 2079281}, {'date': '2026-09-24', 'rs': -9.491438, 'volume': 2509085}, {'date': '2026-09-25', 'rs': -7.828207, 'volume': 13343910}]",13343910.0,3149725.111111,4.236532,323.653161,NSE_EQ|INE202E01016,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,,2026-09-26T17:05:51+05:30,,2.824448,-0.962211,-4.69697,-11.193035,2.452267,,-3.364827,-7.828207,"[{'date': '2026-09-11', 'rs': -8.592326, 'volume': 3342411}, {'date': '2026-09-15', 'rs': -9.965994, 'volume': 3982851}, {'date': '2026-09-16', 'rs': -10.676982, 'volume': 3083062}, {'date': '2026-09-17', 'rs': -11.111771, 'volume': 2634033}, {'date': '2026-09-18', 'rs': -7.314043, 'volume': 5072770}, {'date': '2026-09-21', 'rs': -12.313124, 'volume': 2970335}, {'date': '2026-09-22', 'rs': -11.322214, 'volume': 2673698}, {'date': '2026-09-23', 'rs': -10.561781, 'volume': 2079281}, {'date': '2026-09-24', 'rs': -9.491438, 'volume': 2509085}, {'date': '2026-09-25', 'rs': -7.828207, 'volume': 13343910}]",0.764119,-7.314043,-12.313124,-9.917788,2.321757,5.0,10.0,"[{'date': '2026-09-11', 'rs': -8.592326, 'volume': 3342411}, {'date': '2026-09-15', 'rs': -9.965994, 'volume': 3982851}, {'date': '2026-09-16', 'rs': -10.676982, 'volume': 3083062}, {'date': '2026-09-17', 'rs': -11.111771, 'volume': 2634033}, {'date': '2026-09-18', 'rs': -7.314043, 'volume': 5072770}, {'date': '2026-09-21', 'rs': -12.313124, 'volume': 2970335}, {'date': '2026-09-22', 'rs': -11.322214, 'volume': 2673698}, {'date': '2026-09-23', 'rs': -10.561781, 'volume': 2079281}, {'date': '2026-09-24', 'rs': -9.491438, 'volume': 2509085}, {'date': '2026-09-25', 'rs': -7.828207, 'volume': 13343910}]",13343910.0,3149725.111111,4.236532,323.653161,NSE_EQ|INE202E01016,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,,2026-09-26T17:05:51+05:30,,1.041836,-5.091743,-6.309434,-11.265189,27.952999,,-3.364827,-7.900362,"[{'date': '2026-09-11', 'rs': -7.485368, 'volume': 53538}, {'date': '2026-09-15', 'rs': -7.741246, 'volume': 98157}, {'date': '2026-09-16', 'rs': -12.390223, 'volume': 93574}, {'date': '2026-09-17', 'rs': -10.253768, 'volume': 98656}, {'date': '2026-09-18', 'rs': -8.557655, 'volume': 125521}, {'date': '2026-09-21', 'rs': -10.445585, 'volume': 64069}, {'date': '2026-09-22', 'rs': -10.875579, 'volume': 89147}, {'date': '2026-09-23', 'rs': -5.854373, 'volume': 67887}, {'date': '2026-09-24', 'rs': -5.441221, 'volume': 65076}, {'date': '2026-09-25', 'rs': -7.900362, 'volume': 130207}]",-0.414994,-5.441221,-12.390223,-8.694538,0.882418,4.0,10.0,"[{'date': '2026-09-11', 'rs': -7.485368, 'volume': 53538}, {'date': '2026-09-15', 'rs': -7.741246, 'volume': 98157}, {'date': '2026-09-16', 'rs': -12.390223, 'volume': 93574}, {'date': '2026-09-17', 'rs': -10.253768, 'volume': 98656}, {'date': '2026-09-18', 'rs': -8.557655, 'volume': 125521}, {'date': '2026-09-21', 'rs': -10.445585, 'volume': 64069}, {'date': '2026-09-22', 'rs': -10.875579, 'volume': 89147}, {'date': '2026-09-23', 'rs': -5.854373, 'volume': 67887}, {'date': '2026-09-24', 'rs': -5.441221, 'volume': 65076}, {'date': '2026-09-25', 'rs': -7.900362, 'volume': 130207}]",130207.0,83958.333333,1.550853,55.085261,NSE_EQ|INE07Y701011,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyenergy,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,,2026-09-26T17:05:51+05:30,,1.041836,-5.091743,-6.309434,-11.265189,27.952999,,-3.364827,-7.900362,"[{'date': '2026-09-11', 'rs': -7.485368, 'volume': 53538}, {'date': '2026-09-15', 'rs': -7.741246, 'volume': 98157}, {'date': '2026-09-16', 'rs': -12.390223, 'volume': 93574}, {'date': '2026-09-17', 'rs': -10.253768, 'volume': 98656}, {'date': '2026-09-18', 'rs': -8.557655, 'volume': 125521}, {'date': '2026-09-21', 'rs': -10.445585, 'volume': 64069}, {'date': '2026-09-22', 'rs': -10.875579, 'volume': 89147}, {'date': '2026-09-23', 'rs': -5.854373, 'volume': 67887}, {'date': '2026-09-24', 'rs': -5.441221, 'volume': 65076}, {'date': '2026-09-25', 'rs': -7.900362, 'volume': 130207}]",-0.414994,-5.441221,-12.390223,-8.694538,0.882418,4.0,10.0,"[{'date': '2026-09-11', 'rs': -7.485368, 'volume': 53538}, {'date': '2026-09-15', 'rs': -7.741246, 'volume': 98157}, {'date': '2026-09-16', 'rs': -12.390223, 'volume': 93574}, {'date': '2026-09-17', 'rs': -10.253768, 'volume': 98656}, {'date': '2026-09-18', 'rs': -8.557655, 'volume': 125521}, {'date': '2026-09-21', 'rs': -10.445585, 'volume': 64069}, {'date': '2026-09-22', 'rs': -10.875579, 'volume': 89147}, {'date': '2026-09-23', 'rs': -5.854373, 'volume': 67887}, {'date': '2026-09-24', 'rs': -5.441221, 'volume': 65076}, {'date': '2026-09-25', 'rs': -7.900362, 'volume': 130207}]",130207.0,83958.333333,1.550853,55.085261,NSE_EQ|INE07Y701011,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,,2026-09-26T17:05:51+05:30,,1.041836,-5.091743,-6.309434,-11.265189,27.952999,,-3.364827,-7.900362,"[{'date': '2026-09-11', 'rs': -7.485368, 'volume': 53538}, {'date': '2026-09-15', 'rs': -7.741246, 'volume': 98157}, {'date': '2026-09-16', 'rs': -12.390223, 'volume': 93574}, {'date': '2026-09-17', 'rs': -10.253768, 'volume': 98656}, {'date': '2026-09-18', 'rs': -8.557655, 'volume': 125521}, {'date': '2026-09-21', 'rs': -10.445585, 'volume': 64069}, {'date': '2026-09-22', 'rs': -10.875579, 'volume': 89147}, {'date': '2026-09-23', 'rs': -5.854373, 'volume': 67887}, {'date': '2026-09-24', 'rs': -5.441221, 'volume': 65076}, {'date': '2026-09-25', 'rs': -7.900362, 'volume': 130207}]",-0.414994,-5.441221,-12.390223,-8.694538,0.882418,4.0,10.0,"[{'date': '2026-09-11', 'rs': -7.485368, 'volume': 53538}, {'date': '2026-09-15', 'rs': -7.741246, 'volume': 98157}, {'date': '2026-09-16', 'rs': -12.390223, 'volume': 93574}, {'date': '2026-09-17', 'rs': -10.253768, 'volume': 98656}, {'date': '2026-09-18', 'rs': -8.557655, 'volume': 125521}, {'date': '2026-09-21', 'rs': -10.445585, 'volume': 64069}, {'date': '2026-09-22', 'rs': -10.875579, 'volume': 89147}, {'date': '2026-09-23', 'rs': -5.854373, 'volume': 67887}, {'date': '2026-09-24', 'rs': -5.441221, 'volume': 65076}, {'date': '2026-09-25', 'rs': -7.900362, 'volume': 130207}]",130207.0,83958.333333,1.550853,55.085261,NSE_EQ|INE07Y701011,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
